pointID,TAS,PRE,RSDS,VPD,DEPTH,SAND,CLAY,SOC,CEC,PH,DEM,Aspect,Slope
14181,258,2036,171,11819,200,3858,3845,1366,817,457,190.096,160.345,7.33199
14182,259,2022,171,11916,200,4063,3670,1431,924,460,175.167,148.582,6.073
14183,260,2009,171,11973,200,3981,3718,1430,828,458,161.822,155.454,6.22998
14184,260,1999,171,11979,200,3981,3718,1316,828,458,161.174,180.445,5.37755
14185,259,1994,171,11987,200,4045,3649,1380,848,461,164.734,177.271,5.5565
14186,259,1995,171,11956,200,3890,3667,1612,838,462,179.805,185.981,6.09677
14187,257,2002,171,11871,200,4060,3851,1612,735,462,197.473,206.905,8.67436
14188,256,2014,171,11822,200,3791,4115,1626,773,461,215.691,183.548,9.81546
14189,257,2027,171,11829,200,3583,4094,1819,835,462,215.691,183.548,9.81546
14190,258,2042,171,11805,200,4091,3711,1502,762,462,173.49,191.516,4.35447
14191,258,2042,171,11804,200,4101,3846,1304,702,460,189.597,181.893,4.66805
14192,259,2036,172,11829,200,4172,3795,1356,717,458,180.462,165.402,6.19135
14193,259,2027,172,11844,200,3992,3702,1324,786,461,172.348,173.741,5.0095
14194,260,2019,172,11887,200,3992,3702,1373,786,461,170.865,156.203,5.47453
14195,260,2016,171,11897,200,4102,3818,1435,875,461,159.917,171.847,4.67567
14196,256,2016,171,11800,200,4175,3744,1795,918,462,179.357,195.867,9.22153
14197,254,2023,171,11675,200,4046,3941,1795,825,460,248.07,182.99,14.6643
14198,252,2038,171,11570,200,3721,4253,1794,712,457,273.817,155.545,18.0695
14199,253,2059,171,11618,200,3655,4323,1830,774,459,274.456,103.316,14.7284
14200,256,2081,171,11672,200,3761,4002,1897,813,462,226.355,146.77,5.63679
14342,259,1937,170,12119,200,3924,3936,1444,871,450,196.981,143.957,7.82654
14343,257,1950,170,12009,200,3849,3948,1431,888,455,201.455,204.386,8.22457
14344,258,1963,170,12032,200,3798,4080,1502,878,458,228.273,162.645,10.6879
14345,255,1977,170,11883,200,3798,4080,1621,878,458,249.256,219.158,11.8753
14346,258,1989,170,11970,200,3768,4143,1452,787,458,222.185,119.533,8.66608
14347,258,2001,170,11956,200,3846,3944,1347,770,458,213.363,147.669,6.21554
14348,259,2008,170,11956,200,3840,3875,1347,749,456,198.423,152.326,3.63859
14349,258,2015,170,11925,200,3912,3896,1341,735,452,200.938,194.125,3.98588
14350,258,2020,170,11900,200,3663,4011,1359,743,455,210.275,163.12,4.27918
14351,258,2022,170,11901,200,3688,4131,1426,779,458,210.275,163.12,4.27918
14352,258,2023,170,11909,200,3630,4117,1487,801,458,207.083,174.535,4.1404
14353,258,2026,170,11909,200,3573,4163,1562,799,466,200.355,154.535,4.32751
14354,256,2040,170,11794,200,3458,4310,1658,866,468,219.44,205.41,7.21886
14355,253,2048,170,11667,200,3458,4310,1690,866,468,232.763,178.104,9.03538
14356,253,2057,170,11611,200,3405,4407,1840,843,462,311.863,168.74,17.3214
14357,256,2067,170,11729,200,3318,4426,1579,903,462,245.992,129.893,8.89642
14358,257,2078,169,11722,200,3429,4235,1579,884,465,235.086,175.291,7.69789
14359,256,2091,169,11642,200,3377,4216,1509,843,460,234.966,191.685,5.55297
14360,256,2107,169,11601,200,3416,4345,1545,893,460,243.365,158.786,6.29364
14361,256,2126,168,11561,200,3675,4156,1528,923,457,237.508,188.994,5.26833
14362,255,2147,168,11465,200,3603,4269,1484,780,458,256.88,164.959,7.56989
14363,254,2170,168,11391,200,3217,4428,1396,808,457,260.741,195.571,5.66175
14364,254,2191,168,11330,200,3217,4428,1561,808,457,260.741,195.571,5.66175
14365,253,2209,168,11231,200,3439,4264,1817,807,462,264.339,161.048,5.80863
14366,254,2229,168,11230,200,3274,4471,1830,929,460,333.643,149.263,17.621
14367,255,2230,168,11281,200,3199,4468,1464,853,460,251.45,138.214,6.00945
14368,256,2226,169,11306,200,3310,4424,1464,792,460,235.532,162.778,4.34094
14369,256,2218,169,11330,200,3556,4312,1444,771,460,225.657,167.648,4.04049
14370,256,2208,169,11342,200,3628,4185,1372,763,458,236.825,168.521,6.40282
14371,257,2195,169,11396,200,3828,4045,1335,773,460,221.221,162.105,5.38568
14372,257,2182,169,11444,200,3985,3939,1362,775,460,210.754,152.854,5.50738
14373,258,2168,169,11491,200,3922,3951,1461,753,460,199.69,161.308,5.62268
14374,258,2154,170,11551,200,3922,3951,1453,753,460,187.037,151.063,6.33692
14375,259,2139,170,11595,200,4105,3782,1412,789,458,180.323,171.066,4.99157
14376,257,2124,170,11564,200,3875,3962,1568,795,456,201.207,189.003,8.5375
14377,256,2109,170,11573,200,3610,4185,1568,801,458,201.207,189.003,8.5375
14378,259,2079,170,11772,200,3933,3869,1466,807,458,181.095,145.533,6.84122
14379,259,2067,171,11770,200,4148,3565,1572,846,460,169.184,180.615,5.22804
14380,258,2056,171,11782,200,3993,3671,1426,765,458,185.478,173.339,6.19827
14381,258,2043,171,11814,200,3934,3782,1444,811,460,187.136,169.626,6.40432
14382,260,2029,171,11910,200,4097,3645,1394,903,462,172.427,146.401,6.06838
14383,260,2017,171,11961,200,4115,3710,1452,768,460,158.735,157.589,5.54232
14384,259,2006,171,11947,200,4115,3710,1273,768,460,166.587,202.475,5.41099
14385,259,2000,171,11969,200,3989,3758,1323,839,458,172.474,154.442,4.63325
14386,259,2000,171,11955,200,3942,3699,1472,847,459,174.97,167.504,5.85524
14387,258,2008,171,11891,200,4062,3815,1472,760,461,193.758,183.96,7.58685
14388,256,2020,171,11804,200,3936,4012,1510,717,464,205.341,194.211,8.35995
14389,258,2032,171,11825,200,3648,4023,1817,845,465,205.341,194.211,8.35995
14390,258,2043,171,11824,200,3879,3825,1563,820,459,190.741,162.932,7.78415
14391,258,2050,172,11796,200,4084,3880,1368,705,460,189.206,148.785,5.97093
14392,259,2044,172,11827,200,4202,3780,1400,690,465,184.206,180.942,6.72541
14393,260,2033,172,11863,200,3957,3767,1410,776,465,165.723,162.025,4.3378
14394,259,2022,172,11868,200,3957,3767,1374,776,465,167.629,191.534,4.61007
14395,260,2014,171,11903,200,4096,3790,1340,807,461,170.387,166.863,5.10654
14396,259,2013,171,11897,200,4151,3742,1519,806,465,161.232,183.194,4.21766
14397,259,2018,170,11886,200,4249,3766,1519,751,462,169.303,171.064,4.8109
14398,258,2032,170,11830,200,4159,3818,1663,768,466,180.303,205.066,4.80825
14399,256,2052,170,11743,200,3934,4072,1862,788,462,198.787,199.873,8.44886
14400,251,2075,170,11464,200,3675,4262,1856,829,465,285.515,193.025,18.8735
14542,259,1923,170,12151,200,3805,4049,1400,935,458,176.543,180.6,5.24317
14543,257,1935,170,12050,200,3601,4186,1425,889,457,204.012,208.981,8.0519
14544,258,1949,170,12057,200,3856,3965,1446,866,457,200.362,173.148,6.52856
14545,255,1962,170,11931,200,3856,3965,1624,866,457,246.304,177.593,14.9283
14546,258,1974,170,12011,200,3769,4104,1425,803,458,196.86,166.199,5.06312
14547,256,1985,170,11929,200,3828,4037,1525,785,458,230.793,170.727,10.1983
14548,259,1992,170,12003,200,3773,4044,1525,786,458,193.276,163.525,4.04232
14549,259,1998,170,11985,200,4027,3977,1365,787,456,195.161,159.571,3.23352
14550,259,2002,170,11978,200,3954,3918,1309,775,457,191.199,170.254,3.54904
14551,259,2004,170,11977,200,3997,3842,1389,820,458,191.199,170.254,3.54904
14552,259,2006,170,11970,200,3945,3860,1419,805,460,190.149,172.856,3.98134
14553,259,2008,170,11950,200,3885,3885,1372,785,460,198.992,190.303,3.80723
14554,259,2013,170,11945,200,3905,4006,1498,827,467,204.09,163.046,3.89058
14555,257,2029,170,11867,200,3905,4006,1664,827,467,206.372,174.176,3.61753
14556,256,2037,170,11782,200,3745,4148,1657,855,466,221.253,190.657,5.97644
14557,257,2045,170,11790,200,3438,4318,1611,860,470,225.283,176.168,7.2102
14558,254,2055,170,11671,200,3582,4088,1611,830,468,250.838,203.752,9.65195
14559,257,2067,169,11728,200,3437,4197,1609,807,466,233.209,152.477,7.1125
14560,257,2082,169,11683,200,3511,4053,1419,825,460,228.361,180.084,4.04566
14561,254,2099,169,11549,200,3363,4356,1479,876,460,252.318,199.625,7.07429
14562,255,2120,169,11509,200,3389,4418,1635,871,460,256.529,166.26,7.86025
14563,255,2141,168,11449,200,3321,4407,1468,844,460,257.759,166.151,6.969
14564,255,2162,168,11403,200,3331,4276,1524,854,462,257.759,166.151,6.969
14565,254,2179,168,11350,200,3331,4276,1626,854,462,255.891,183.625,8.88691
14566,255,2193,168,11342,200,3276,4372,1634,852,466,265.892,157.31,9.47231
14567,255,2203,169,11321,200,3253,4280,1449,817,467,251.676,190.517,8.19307
14568,256,2201,169,11347,200,3408,4212,1449,748,460,246.695,158.241,5.8049
14569,255,2194,169,11343,200,3547,4174,1399,735,467,237.682,164.546,4.48844
14570,255,2186,169,11338,200,3385,4274,1319,769,463,243.022,164.608,6.6947
14571,256,2176,169,11390,200,3613,4186,1381,807,460,245.772,163.194,8.1789
14572,256,2165,169,11441,200,3957,4084,1361,760,458,225.169,160.206,5.07901
14573,257,2154,170,11476,200,3781,4194,1462,773,458,231.311,171.798,10.1661
14574,257,2142,170,11542,200,3787,4012,1441,827,465,209.358,183.708,9.31583
14575,258,2129,170,11598,200,3787,4012,1419,827,465,199.076,127.358,6.52755
14576,259,2115,170,11671,200,3939,3875,1392,802,466,177.37,163.383,4.34623
14577,259,2102,170,11699,200,3995,3836,1383,819,466,177.37,163.383,4.34623
14578,259,2090,170,11730,200,4080,3826,1383,829,460,173.989,154.42,4.30123
14579,258,2070,171,11729,200,4318,3694,1371,783,460,181.333,210.937,6.84173
14580,259,2060,171,11811,200,3941,3925,1510,804,458,196.47,153.611,8.2383
14581,259,2047,171,11855,200,3758,3984,1512,913,457,175.007,156.92,4.53861
14582,259,2034,171,11891,200,3984,3809,1336,910,460,172.4,168.914,5.83479
14583,260,2023,171,11939,200,3963,3809,1367,835,460,157.509,164.145,5.35336
14584,259,2013,171,11921,200,3963,3809,1270,835,460,172.277,185.567,4.64781
14585,258,2008,171,11916,200,3955,3867,1340,806,453,181.705,165.791,6.65073
14586,258,2008,171,11898,200,3922,3729,1558,831,462,195.482,179.335,7.23325
14587,258,2015,171,11878,200,3878,3791,1408,760,468,192.434,169.499,6.45802
14588,258,2027,171,11859,200,3987,3858,1408,745,465,189.31,176.199,6.23569
14589,258,2040,171,11834,200,3811,3946,1446,819,462,189.31,176.199,6.23569
14590,259,2052,171,11814,200,3807,3866,1469,834,465,183.789,168.929,5.18305
14591,257,2059,172,11746,200,3970,3740,1422,714,465,178.857,170.747,4.45879
14592,258,2052,172,11782,200,4084,3805,1423,676,465,192.241,176.987,6.54562
14593,258,2039,172,11811,200,4137,3799,1398,730,470,190.996,175.653,6.96823
14594,259,2025,172,11850,200,4137,3799,1270,730,470,180.403,170.12,5.17303
14595,260,2013,172,11915,200,4180,3652,1336,766,466,169.602,142.839,4.75686
14596,260,2006,171,11922,200,4190,3650,1392,818,464,165.48,174.902,5.42507
14597,259,2007,171,11920,200,4299,3679,1365,796,459,166.788,166.398,4.22951
14598,259,2019,170,11898,200,4427,3679,1365,800,465,163.628,187.833,4.07346
14599,258,2038,170,11832,200,4322,3732,1480,789,464,179.605,189.3,4.94416
14600,257,2061,170,11747,200,4102,3961,1685,745,462,197.459,191.909,6.37616
14742,259,1898,170,12211,200,3752,4009,1383,949,462,196.989,162.246,7.28941
14743,259,1920,170,12164,200,3923,3954,1346,932,458,178.697,170.433,5.3511
14744,259,1932,170,12136,200,4144,3875,1364,890,458,187.052,173.381,4.67401
14745,259,1945,170,12101,200,4126,3836,1466,871,461,187.937,168.416,4.90745
14746,259,1957,170,12085,200,4126,3836,1413,871,461,186.876,193.231,4.20403
14747,259,1967,170,12063,200,4134,3754,1389,871,464,193.345,171.397,5.20425
14748,259,1975,170,12047,200,4060,3855,1356,882,462,194.485,174.553,5.99285
14749,259,1981,171,12029,200,4114,3885,1356,788,462,195.027,162.802,4.1801
14750,258,1985,171,11995,200,4055,3850,1353,841,465,206.794,178.932,6.31682
14751,258,1989,171,11984,200,3979,4029,1383,802,464,206.794,178.932,6.31682
14752,258,1991,171,11977,200,3946,3940,1335,759,455,216.962,135.255,5.85021
14753,258,1994,171,11959,200,3977,3913,1355,769,456,207.147,174.209,3.35538
14754,258,1998,170,11957,200,4036,3935,1420,849,458,215.601,155.949,3.86401
14755,258,2003,170,11945,200,4036,3935,1457,849,458,209.931,156.567,4.10073
14756,258,2018,170,11901,200,3778,4118,1444,858,468,209.85,161.465,4.34357
14757,258,2026,170,11860,200,3820,4049,1425,806,475,209.366,177.777,4.1616
14758,257,2035,170,11823,200,3898,3960,1474,766,472,210.869,169.868,3.12132
14759,256,2047,169,11734,200,3623,4064,1474,768,468,227.034,218.388,5.258
14760,255,2061,169,11641,200,3418,4203,1528,806,470,266.124,164.577,9.4487
14761,256,2077,169,11642,200,3318,4236,1534,846,466,241.215,149.497,4.60734
14762,256,2096,169,11606,200,3288,4249,1490,894,467,234.443,154.143,6.36308
14763,256,2116,169,11536,200,3377,4212,1520,874,463,236.815,181.996,7.23179
14764,256,2135,168,11515,200,3569,4090,1513,877,465,236.815,181.996,7.23179
14765,254,2151,168,11407,200,3569,4090,1541,877,465,232.151,178.297,7.35108
14766,256,2164,168,11442,200,3583,4130,1500,880,465,264.349,175.626,12.1913
14767,254,2171,168,11340,200,3622,4089,1818,793,465,225.548,173.675,4.60464
14768,255,2171,169,11360,200,3344,4169,1818,780,475,242.61,202.902,8.41098
14769,256,2166,169,11406,200,3476,4066,1442,747,476,248.833,152.706,8.48757
14770,257,2159,169,11463,200,3646,4114,1382,744,471,225.352,156.029,5.02725
14771,255,2152,169,11414,200,3781,4115,1361,695,473,225.912,193.333,6.18192
14772,256,2143,169,11489,200,3845,4187,1465,710,465,229.96,144.169,7.3687
14773,256,2134,170,11502,200,3801,4119,1426,723,460,207.791,179.881,5.91616
14774,255,2124,170,11455,200,3589,4217,1475,838,467,247.405,172.962,13.3789
14775,258,2115,170,11620,200,3589,4217,1388,838,467,204.778,143.419,7.55279
14776,259,2102,170,11688,200,3931,3935,1340,867,467,180.715,153.283,5.43755
14777,259,2092,170,11728,200,3899,3842,1491,886,461,180.715,153.283,5.43755
14778,259,2083,170,11762,200,3916,3813,1491,892,467,175.805,160.687,5.16389
14779,258,2077,171,11739,200,3869,3970,1422,753,460,179.318,162.455,6.0134
14780,258,2060,171,11770,200,3850,4031,1571,773,462,226.733,155.535,11.8491
14781,259,2049,171,11844,200,3788,3871,1555,812,463,183.613,146.279,8.50236
14782,260,2037,171,11898,200,4081,3554,1449,849,465,161.757,162.198,4.42416
14783,260,2027,171,11931,200,3976,3618,1402,841,466,159.202,174.463,4.86715
14784,259,2018,171,11912,200,4038,3767,1338,815,460,168.287,174.461,4.79374
14785,258,2014,171,11911,200,4038,3767,1335,815,460,179.165,167.301,5.17519
14786,257,2014,171,11849,200,3874,3739,1454,844,462,194.967,195.495,6.88634
14787,257,2021,171,11839,200,3963,3804,1394,839,469,207.155,156.509,6.37353
14788,258,2034,171,11843,200,4019,3865,1394,755,471,189.746,167.071,6.45809
14789,258,2048,171,11796,200,3984,3833,1578,739,465,189.746,167.071,6.45809
14790,257,2060,171,11748,200,3886,3873,1567,753,466,196.349,188.244,6.51439
14791,258,2067,171,11749,200,4027,3794,1395,728,468,203.392,173.039,9.33368
14792,258,2059,172,11766,200,4043,3831,1329,678,465,192.918,191.014,4.65313
14793,259,2044,172,11819,200,4150,3802,1287,745,469,182.063,156.67,4.83612
14794,259,2027,172,11864,200,4239,3747,1297,794,471,169.608,150.798,4.19352
14795,260,2011,172,11914,200,4239,3747,1392,794,471,160.832,176.106,4.1864
14796,258,2000,171,11899,200,4268,3789,1532,825,460,176.629,180.923,6.24382
14797,259,1997,171,11935,200,4274,3797,1417,813,461,173.475,162.762,4.05235
14798,259,2003,171,11931,200,4179,3718,1417,814,465,171.407,132.174,3.47454
14799,258,2019,170,11880,200,3993,3929,1447,751,471,173.864,184.723,5.33218
14800,258,2041,170,11832,200,4155,3837,1566,756,466,176.173,174.711,5.13582
14942,259,1885,170,12224,200,3718,4050,1423,958,460,179.036,188.718,4.89474
14943,259,1893,170,12205,200,3884,4036,1299,978,453,184.428,175.608,5.23753
14944,258,1915,170,12134,200,4011,3917,1308,918,453,187.142,164.577,4.92724
14945,259,1927,170,12150,200,3930,3906,1343,1008,456,200.327,154.003,4.83601
14946,258,1938,170,12091,200,4051,3793,1382,969,456,197.032,180.264,5.54467
14947,259,1949,170,12086,200,3797,4001,1386,865,463,205.175,163.176,5.20873
14948,258,1957,171,12050,200,3750,3976,1424,858,464,211.02,160.336,5.73448
14949,258,1964,171,12043,200,3677,3999,1424,798,460,209.684,187.699,6.29235
14950,258,1969,171,12030,200,3741,3993,1418,780,456,207.563,162.278,4.23542
14951,257,1972,171,11964,200,3693,4007,1411,819,455,207.563,162.278,4.23542
14952,258,1975,171,11996,200,3910,4016,1482,842,459,227.895,196.235,7.1562
14953,257,1979,171,11951,200,3821,4078,1455,860,457,221.52,166.425,4.84457
14954,258,1983,171,11967,200,4003,4013,1413,877,458,238.629,169.148,8.941
14955,258,1989,170,11954,200,3695,4202,1472,853,457,220.15,161.42,4.35433
14956,257,1995,170,11901,200,3695,4202,1458,853,457,221.462,176.232,4.6437
14957,258,2008,170,11893,200,3792,4069,1408,870,468,217.898,171.596,3.68125
14958,258,2018,170,11877,200,3953,3883,1498,749,467,222.527,144.647,5.5196
14959,257,2030,169,11815,200,3673,3943,1498,724,481,208.76,174.537,3.52703
14960,256,2044,169,11723,200,3448,4195,1581,757,472,226.138,204.375,4.46479
14961,256,2060,169,11665,200,3330,4243,1528,853,468,252.926,186.827,7.52124
14962,256,2078,169,11644,200,3358,4112,1574,874,468,260.979,144.739,10.2842
14963,257,2096,169,11636,200,3533,4009,1566,842,465,217.621,143.572,4.76078
14964,257,2113,169,11593,200,3600,4175,1577,886,465,217.621,143.572,4.76078
14965,255,2127,169,11456,200,3504,4392,1597,881,462,208.971,160.561,5.40852
14966,256,2138,169,11479,200,3504,4392,1491,881,462,230.67,182.603,8.19354
14967,257,2144,169,11511,200,3851,4005,1455,727,467,230.743,161.704,8.39256
14968,258,2145,169,11530,200,3772,3875,1570,689,467,215.168,160.657,6.15249
14969,256,2137,169,11494,200,3512,4112,1570,784,468,213.418,179.385,7.14837
14970,257,2131,169,11518,200,3631,4182,1425,797,466,238.168,178.365,8.93221
14971,257,2124,169,11537,200,3852,4014,1406,724,471,209.323,171.842,4.33244
14972,257,2117,169,11584,200,3779,4022,1459,712,469,209.968,158.843,4.82106
14973,258,2110,170,11627,200,3988,3858,1393,734,462,195.244,156.258,4.47969
14974,257,2103,170,11629,200,3579,4140,1399,842,462,193.782,158.598,4.49976
14975,258,2096,170,11664,200,3579,4140,1419,842,462,187.499,165.387,6.49082
14976,259,2087,170,11732,200,3692,4004,1445,883,460,184.827,188.795,6.45514
14977,259,2081,170,11746,200,3895,3720,1482,974,470,184.827,188.795,6.45514
14978,258,2075,171,11734,200,3757,3855,1578,913,476,185.25,149.018,4.55386
14979,258,2070,171,11749,200,3700,4013,1578,863,475,200.017,198.07,6.90575
14980,254,2064,171,11600,200,3527,4285,1635,772,468,195.402,167.966,8.61759
14981,259,2047,171,11854,200,3739,3781,1488,815,467,191.431,147.492,8.85749
14982,260,2036,171,11909,200,3987,3548,1468,873,462,164.058,155.393,4.59388
14983,259,2027,171,11908,200,3985,3581,1368,841,465,164.688,177.315,5.27682
14984,259,2020,171,11892,200,3933,3735,1373,864,463,175.342,194.216,5.29133
14985,258,2015,171,11882,200,3933,3735,1478,864,463,194.347,179.149,7.64592
14986,258,2016,171,11867,200,3771,3770,1500,930,462,198.472,199.341,6.87349
14987,257,2025,171,11811,200,4037,3880,1548,867,475,219.131,157.51,8.41766
14988,258,2039,171,11814,200,4056,3855,1548,773,479,200.162,209.69,7.47277
14989,256,2054,171,11711,200,3901,3936,1600,696,471,200.162,209.69,7.47277
14990,258,2066,171,11753,200,3980,3849,1693,730,465,224.055,150.175,9.69967
14991,258,2073,171,11731,200,4096,3860,1395,744,470,184.644,163.598,4.94954
14992,258,2073,171,11744,200,3941,3891,1468,727,483,188.057,158.455,6.60022
14993,259,2047,172,11817,200,3957,3869,1347,761,471,178.79,168.916,6.09512
14994,260,2027,172,11883,200,4069,3805,1333,803,470,165.775,166.419,4.45295
14995,259,2009,172,11906,200,4069,3805,1335,803,470,160.173,169.55,4.27211
14996,258,1995,172,11914,200,4164,3739,1381,754,464,171.701,186.825,4.65962
14997,258,1988,171,11930,200,4176,3735,1347,748,466,184.135,187.111,6.58081
14998,259,1989,171,11956,200,4100,3788,1347,738,476,172.785,142.378,5.81566
14999,259,2000,171,11932,200,4063,3860,1520,777,490,169.498,200.362,6.01753
15000,259,2019,171,11886,200,4141,3801,1427,737,485,178.884,180.076,4.56855
15142,260,1872,170,12266,200,3751,3842,1376,890,457,179.763,164.813,3.86584
15143,260,1878,170,12255,200,3880,3804,1309,905,455,174.664,172.727,4.91274
15144,260,1887,170,12236,200,4011,3694,1306,975,452,176.97,174.013,5.08138
15145,257,1908,170,12125,200,3717,3808,1497,987,459,204.04,187.949,8.98257
15146,258,1918,170,12138,200,3736,3912,1455,941,464,208.551,163.548,6.90706
15147,257,1928,170,12060,200,3736,3912,1507,941,464,219.462,192.825,8.12242
15148,257,1937,171,12043,200,3893,3846,1512,886,457,233.124,188.434,11.7685
15149,256,1944,171,12010,200,3611,4025,1492,908,457,240.644,172.181,12.1254
15150,257,1949,171,12017,200,3731,3932,1491,916,460,237.306,167.878,11.9623
15151,257,1954,171,12004,200,3758,4012,1491,883,459,237.306,167.878,11.9623
15152,256,1958,171,11976,200,3711,4023,1592,827,456,243.058,158.223,11.1079
15153,257,1963,171,11985,200,3753,4185,1496,851,458,245.665,185.532,10.9483
15154,256,1967,170,11928,200,3823,4102,1457,911,458,232.461,211.71,10.7184
15155,256,1973,170,11925,200,3730,4201,1527,870,458,257.17,178.073,11.7894
15156,256,1980,170,11920,200,3643,4229,1500,852,457,263.992,143.271,10.4276
15157,257,1987,170,11921,200,3643,4229,1422,852,457,227.8,146.999,5.34574
15158,256,2005,170,11840,200,3769,4107,1396,822,465,238.186,180.895,4.96015
15159,257,2017,170,11836,200,3775,4054,1519,757,468,227.03,156.425,3.37865
15160,257,2032,169,11778,200,3587,4127,1519,754,472,232.528,171.341,5.56538
15161,255,2048,169,11649,200,3580,4093,1573,742,477,251.396,203.955,6.39658
15162,252,2066,169,11494,200,3468,4186,1597,773,477,284.292,200.018,10.4718
15163,256,2083,169,11629,200,3232,4380,1707,897,468,251.711,155.608,10.7629
15164,258,2098,169,11646,200,3446,4179,1712,887,468,251.711,155.608,10.7629
15165,258,2110,169,11626,200,3598,4086,1632,856,461,212.467,144.238,5.18452
15166,258,2118,169,11594,200,3723,4076,1573,803,460,200.407,154.712,3.89717
15167,257,2121,169,11574,200,3842,3963,1384,757,467,202.693,166.032,4.08956
15168,258,2120,169,11586,200,3987,3769,1437,707,466,204.256,179.079,4.44901
15169,258,2117,169,11612,200,4064,3780,1437,666,467,198.696,161.183,4.61238
15170,257,2105,169,11610,200,3804,4036,1426,740,467,205.974,148.928,4.51302
15171,258,2099,170,11630,200,3965,3892,1442,721,466,196.917,168.362,4.25447
15172,258,2093,170,11663,200,3873,3856,1410,770,466,192.025,158.931,4.45757
15173,258,2086,170,11683,200,3925,3845,1313,766,461,199.95,162.994,5.36485
15174,259,2081,170,11720,200,3734,3837,1368,935,458,183.978,148.147,5.13138
15175,259,2077,170,11754,200,3735,3746,1466,976,462,183.537,182.384,5.50533
15176,258,2073,170,11731,200,3735,3746,1420,976,462,191.876,180.086,6.54196
15177,258,2070,171,11735,200,3832,3869,1475,901,465,191.876,180.086,6.54196
15178,258,2065,171,11747,200,3825,3917,1496,814,464,205.256,189.731,6.55917
15179,256,2061,171,11685,200,3602,4144,1496,771,467,203.396,176.316,6.14171
15180,256,2056,171,11675,200,3694,4183,1483,735,471,229.571,145.966,13.3966
15181,255,2049,171,11679,200,3747,4049,1512,786,467,212.079,179.918,9.33524
15182,259,2030,171,11904,200,4056,3686,1557,892,467,162.826,172.196,5.58513
15183,259,2022,171,11897,200,3978,3777,1467,912,466,185.026,173.377,6.50154
15184,258,2016,171,11873,200,3813,3852,1457,786,471,188.452,185.441,5.80841
15185,257,2011,171,11844,200,3864,3879,1570,800,463,196.555,193.717,6.70025
15186,256,2013,171,11794,200,3864,3879,1610,800,463,208.382,170.992,7.70441
15187,256,2024,170,11773,200,3904,4105,1626,783,470,210.711,188.709,7.32084
15188,256,2039,170,11762,200,4067,3892,1636,737,481,213.385,174.767,7.65218
15189,257,2055,171,11751,200,3820,3940,1636,721,475,213.385,174.767,7.65218
15190,258,2068,171,11754,200,4089,3814,1661,741,469,203.567,148.505,6.57831
15191,258,2076,171,11731,200,4023,3919,1530,760,465,201.486,187.95,6.06654
15192,258,2075,171,11730,200,3928,4009,1524,804,471,192.491,145.659,5.56716
15193,259,2066,172,11782,200,4089,3802,1359,805,467,184.597,158.873,7.20888
15194,260,2028,172,11872,200,4114,3826,1318,777,467,174.293,183.925,5.33504
15195,260,2008,172,11920,200,4042,3730,1355,745,466,158.041,181.22,4.84966
15196,259,1991,172,11944,200,4042,3730,1454,745,466,168.279,173.425,5.20069
15197,259,1981,172,11956,200,4124,3755,1462,758,475,168.718,178.566,5.24676
15198,259,1979,171,11973,200,4211,3814,1650,797,495,184.504,169.371,7.05637
15199,259,1986,171,11958,200,4126,3750,1650,838,495,165.559,155.077,4.88315
15200,258,2002,171,11909,200,4036,3774,1464,810,485,175.941,187.463,4.4381
15342,260,1862,170,12305,200,3771,3791,1352,914,452,165.389,178.723,4.33936
15343,260,1865,170,12294,200,3813,3771,1342,885,457,166.514,166.984,4.38754
15344,260,1871,170,12264,200,3887,3725,1360,953,460,179.778,180.242,4.98539
15345,259,1879,170,12237,200,3814,3744,1467,949,460,184.478,181.766,4.33552
15346,258,1898,170,12159,200,3630,3908,1514,916,465,190.447,182.733,4.63672
15347,259,1907,170,12162,200,3749,3868,1540,924,462,199.821,172.307,6.8922
15348,257,1915,170,12087,200,3749,3868,1470,924,462,222.781,186.435,10.5193
15349,257,1922,170,12075,200,3748,3916,1502,1020,461,221.604,194.865,10.1102
15350,258,1929,170,12085,200,3790,3958,1521,1057,461,206.357,162.826,7.7657
15351,257,1934,170,12047,200,3716,3991,1521,979,461,206.357,162.826,7.7657
15352,256,1939,170,11982,200,3707,4073,1596,883,461,209.257,188.338,7.7458
15353,257,1944,170,12023,200,3775,4228,1628,826,457,219.155,175.323,9.679
15354,256,1950,170,11982,200,3829,4186,1520,837,458,246.617,192.819,13.0065
15355,255,1957,170,11924,200,3647,4176,1551,840,458,214.962,180.56,6.07651
15356,257,1964,170,11973,200,3650,4205,1557,834,457,218.642,185.664,6.22434
15357,256,1972,170,11915,200,3786,4101,1433,834,460,213.391,179.789,4.90296
15358,255,1981,170,11838,200,3786,4101,1545,834,460,250.01,187.613,10.1526
15359,256,2006,170,11817,200,3553,4201,1478,806,461,244.73,161.87,6.39615
15360,256,2022,169,11764,200,3557,4153,1467,825,467,254.731,136.339,6.96838
15361,256,2039,169,11704,200,3494,4278,1467,756,476,238.243,192.832,5.12348
15362,253,2057,169,11560,200,3592,4180,1509,752,477,289.418,202.714,11.0208
15363,255,2074,169,11577,200,3376,4348,1535,818,468,249.451,135.378,8.16958
15364,256,2089,169,11603,200,3348,4374,1728,874,468,249.451,135.378,8.16958
15365,258,2099,169,11634,200,3461,4186,1759,870,468,244.598,179.929,10.3943
15366,258,2104,169,11640,200,3671,4066,1588,763,477,231.925,137.479,9.41928
